"record_id","source_row_no","source_record_sha256","release_slot","scheduled_release_at","area_no","area_nm","p_area_no","p_area_nm","top_area_no","top_area_nm","top_area_lvl","mgr_no","mgr_nm","mgr_dept_nm","mgr_pos_nm","mgr_hire_dtm","mgr_act_yn","area_reg_dtm","top_area_reg_dtm"
"157481","3731","6e04f42a25bb54936e8af52dfdfba73269e233e3d6811335cae4a63326efd3d9","244","2026-08-25T04:24:00+09:00","BIZ31660","시설프로세스","BIZ_00438","품 질관리","biz-00438","품질관리","1","EMP000413","김민서","시설관리팀	","팀장","2013.03.02 04:14:29","미사용","2019/03/01 13:17:33","2019/12/13 02:22:05"
"157482","3732","1c085ada5f4193ef1e98f0b784c054afaec1c07ca3bd0825a9d15f09fb1c842e","244","2026-08-25T04:24:00+09:00","BIZ_03987","인사서비스","biz_00549","분석","BIZ_00549","분석","1","EMP001027","윤수아"," R&D팀 ","팀장","2015-04-25 10:36:48","1","20240703154748","20161220023510"
"157483","3733","444a70d483ac47431002c60c782bb7ccf3b7c8eb00c6394b9f0162bd20aae31b","244","2026-08-25T04:24:00+09:00","BIZ_40797","IT분석","BIZ_00463","시설","BIZ_00463","시설","TOP LEVEL","EMP002844","이하은","자산관리팀","부장","2017-12-16 16:10:15","재직","2017/03/21 20:56:36","2019-05-29T00:31:19"
"157484","3734","f75a92c8974efe416cc71d18a64de5294923db667468a87d50139713120a5beb","244","2026-08-25T04:24:00+09:00","BIZ 16000","NULL","BIZ-00471"," 시설 ","BIZ00471","시설","top_level","EMP 002850","박서연","전략기획팀"," 파트장 ","20150506214510","1","2022-10-19T01:59:33","2025-03-29T13:02:59"
"157485","3735","26d7128ddb986dddd511814190ee32e3eb79096895f3c1406cc4a7f688a85b0c","244","2026-08-25T04:24:00+09:00","biz_15689","전략분석","BIZ_00324","교육","BIZ_00324","교육","최상위","EMP001682","윤시우","전략기획팀","　팀장　","20241115170437","Y","2026-03-29 17:45:55.0","2016-02-17 18:09:38.0"
"157486","3736","440db88c4147fd1f0c2655db9f5d0eb1366fb2ab0352c9123e3f35458574449f","244","2026-08-25T04:24:00+09:00","BIZ-06151","물류관리  49","BIZ-00728","데이터	","BIZ_00728"," 데이터 ","1","emp000430","　김수아　","영업팀"," 사원 ","2023-07-01T08:06:12","1","2026-04-16 07:50:39.0","2017-09-07T00:40:18"
"157487","3737","79a0684ff01d3261cab47eb21f9425bc8eb15e68b9aeadc5f33502eab3a5f5f4","244","2026-08-25T04:24:00+09:00","biz_27592","전략플랫폼","BIZ_00909","법무","BIZ_00909","법 무","최상위","EMP000231","임지민","품 질관리팀","과장","2017-08-21 01:48:07"," 1 ","2016-03-10 02:53:33","2022-05-28 05:15:25.0"
"157488","3738","f4bee3c10e74209ec0709289838be91e0592443cd45aa722fe7afdfaa1b35c7d","245","2026-08-25T04:27:00+09:00","BIZ_47684","물류운영  10","biz_00159"," 법무 ","BIZ00159","법무","TOP_LEVEL","EMP001857","김민준","재무팀","실장","2012.07.05 02:41:03","1","2021.10.17 13:06:52","2017/01/08 10:45:00"
"157489","3739","59e338f75f13fbe0337ba0da2149d3358a4d960d5ff05c4d3c94f82f404a217c","245","2026-08-25T04:27:00+09:00"," BIZ_40100 ","구매관리 11","BIZ_00764","기획","BIZ_00764","기획","TOP_LEVEL","emp001409","임예은","재 무팀","대리","2012-07-25 06:17:19","사용","2016-11-18 20:49:27.0"," 2017-02-22 21:33:24 "
"157490","3740","1245cf833c8aad7e0c4e47ef60a8ca42dddf0649304baaa6d5c9bfc0c46aeb04","245","2026-08-25T04:27:00+09:00","biz_09020","　보안프로세스　","BIZ_00958","교육","BIZ_00958","교육","최상위","EMP000131","　강시우　","교육운영팀","부장","2018-04-07 10:27:34","y","2020/01/03 19:36:24","2020.09.13 18:16:24"
"157491","3741","7e15503fc918e43b0ed57c868df31073b031b241e29993ef4822bb70e9c92240","245","2026-08-25T04:27:00+09:00","BIZ_05665","분석플랫폼 2","BIZ_00526","고객서비스","BIZ00526","고객서비스","L1","EMP 001717"," 김민준 ","시설관리팀","파트장","2023.06.10 18:58:48","y","2017-07-04 13:31:45.0","2022-06-25 12:45:35.0"
"157492","3742","94ecebffdee19d6b2e72e60fa12d6a6cd68e79df4ca229b65376efc675a17471","245","2026-08-25T04:27:00+09:00","BIZ_31532","생산운영","BIZ_00797","분석	","BIZ_00797","분석","1","EMP-002331","윤윤서","　보안팀　","실장","2010-04-18 23:56:08.0","YES"," 2017-11-18 16:20:11 ","20251226142620"
"157493","3743","ab16613bf92e44b8d57961b4770515c7c6aa3011b88002aa3405b1c0a701b561","245","2026-08-25T04:27:00+09:00","BIZ_21739","고객서비스운영","BIZ 00911","생산","biz-00911","생산	","1","EMP001313"," 이시우 ","　자산관리팀　","　과장　","2008/10/28 17:16:40","y","2020-10-15 17:31:37.0","2019-08-01T16:19:33"
"157494","3744","fb6ef921e27a9436cbbce36b35811383d6d87f79890f333f1ce27c9f40a9f34e","245","2026-08-25T04:27:00+09:00","BIZ_25668"," 자산관리플랫폼 ","biz-00393","교육","BIZ_00393","교육","TOP_LEVEL","emp001067","　조예준　","시설관리팀","대리","2024/07/23 13:10:51","Y","2026-05-11 00:43:06"," 2024-04-21T14:33:34 "
"157495","3745","fe60264c10cda7189aeb3d357b6fc23577b330ca8ade6083e7ab2ddbe85b8e29","245","2026-08-25T04:27:00+09:00","BIZ_25403","재무서비스 42","biz_00465","영업","biz_00465","영업	","TOP_LEVEL","EMP001374"," 조지우 ","법무팀","부장","2010-01-27 05:18:50","사용","2017-10-18 01:45:15.0","2022-02-10 03:28:17.0"
"157496","3746","e3a2f8d05d0e0d009f8fcfc3e53b1b54fa012d2fea7829458d797665f219a023","245","2026-08-25T04:27:00+09:00","BIZ_06405","자산관리운영","BIZ_00043","자산관리","BIZ_00043","자산관리","TOP LEVEL","EMP002430","조민서","자산관리팀","차 장","2015-04-02 17:19:14","재직","20201222040138","2022-12-13 05:09:43"
"157497","3747","435accb3d02e9d54de3915cabeed59638ba541bdac62cbdc1254f6b93be15638","245","2026-08-25T04:27:00+09:00","BIZ_19791"," 전략서비스 31 ","BIZ_00352","　시설　","biz_00352","시 설","1","EMP000568","박 서준"," 생산팀 "," 과장 ","2012-05-21T18:06:37","y","2018-03-02 05:44:02","2025-11-23T21:40:23"
"157498","3748","5266f9154f6859f9730ba23fe14937117f0e9fdee3d2c93be12aa89794c913d6","245","2026-08-25T04:27:00+09:00","BIZ-25768","재무시스템  36","BIZ_00640","전 략","BIZ_00640","　전략　","top_level","EMP001519","이도윤","시설관리팀","과장","2013.09.25 20:19:01","Y"," 2023.05.06 13:04:15 ","20230331132746"
"157499","3749","2e1556a2c9ce2f11cc434c62354877adc9b73e69184a9c69efc2079344d14a94","245","2026-08-25T04:27:00+09:00","BIZ_20404","생산부","biz-00830","재 무","BIZ_00830","재무","1","EMP 001437","정하은","　교육운영팀　","부장","2008.04.21 18:22:17","YES","2022-10-31T21:30:05","2024-03-01 06:04:27"
"157500","3750","7942d707d8a6a94e4aeabc77e252b4d81b11f0124897351ef3baeb2c21cd1b47","245","2026-08-25T04:27:00+09:00","BIZ_03930","교육플랫폼  21","biz_00859","마케팅	","biz-00859","마케팅","UNKNOWN","EMP-001227","임서연	","영업팀"," 대리 ","2019-03-23T01:29:41","YES","2020-04-02 16:49:29.0","2023/08/31 03:01:18"
"157501","3751","a512a9a5981224d729ce7323ae31f7baae8413efc6e2ed5f630cd4682276e943","245","2026-08-25T04:27:00+09:00","BIZ_16142","교육운영 31","BIZ_00809","R&D","biz-00809","　R&D　","top_level","emp002347","윤윤서","　마케팅팀　","팀장","2019-05-07 13:15:27.0","재직","2021-08-22T04:34:14","2019/03/01 12:53:31"
"157502","3752","2a9035b5f1bb64abb95d9740746840df6afac6203529771194f57c4fc8807125","245","2026-08-25T04:27:00+09:00","biz_42544","품질관리서비스","biz-00830"," 재무 ","BIZ-00830","재무","L1"," EMP001265 ","이지우","분석팀","파트장	","2019-11-28T09:50:09","Y","2024-06-04 04:30:02.0","2024-03-01 06:04:27.0"
"157503","3753","03d8879a66aa6f1b60e88cfe927980a079f366d32a651ad1ed30659258c6026d","245","2026-08-25T04:27:00+09:00","BIZ_06529","R&D팀","BIZ_00154","품질관리","biz-00154","품질관리","TOP_LEVEL","EMP000854","장지우"," 데이터팀 ","파트장	","2021/09/15 06:08:01","Y","20250914152729","20250824065946"
"157504","3754","68d4c93942df139f265ef94ddb2599d002439bb4c014e8a1e16c7b92497ebf79","246","2026-08-25T04:30:00+09:00","biz_27025","보안분석","BIZ_00404","시설","BIZ_00404"," 시설 ","TOP LEVEL","emp002845","최지민","　R&D팀　","차 장","2012-06-14T00:41:13","1","2023/06/13 23:08:19","2021.11.16 12:33:20"
"157505","3755","8c08f2bef4c28c7e8e1fff7b330ff17ee6169e81f73937bc3e363081d1d25a3d","246","2026-08-25T04:30:00+09:00","BIZ 01192","보안관리","biz_00625","법무","BIZ_00625","법무","UNKNOWN","EMP-001794","임지우","인사팀","팀장"," 2015-01-16T04:19:45 ","YES","2017/03/28 03:29:57","2022-10-24T17:25:56"
"157506","3756","9f0dc80e35d99692691c5c805ddcede7e0eff98792562cbc67192ea9539d6e7c","246","2026-08-25T04:30:00+09:00","BIZ_30605","구매플랫폼","BIZ_00933","기획","BIZ_00933","기 획","최상위","EMP002043","조수아	","고객서비스팀","사원","2016-12-21 11:24:07.0","1"," 2019-05-18 10:11:51.0 ","2017-02-07 18:11:09"
"157507","3757","838e825e6eaa0b79b90b79ee2a07adc5a3e9fcdc04ac9bfddd655a24de1583da","246","2026-08-25T04:30:00+09:00","BIZ_28329","　고객서비스시스템　","BIZ00605","생산","BIZ_00605","생산","1","EMP-002596","강지훈","구 매팀","　팀장　","20171128110005","재직","2017-03-01 03:30:56","2021-07-03T02:46:21"
"157508","3758","bb2b8fa8e3352769984add193579c153b4298997d3ba6bf033729eb1bda4eb9c","246","2026-08-25T04:30:00+09:00","BIZ_39156","생산관리","BIZ00238","　재무　","BIZ_00238","재무	","최상위","EMP000470","김민서","　품질관리팀　","파트장	","2016/08/27 08:53:34","y","2022-04-14 03:51:11.0","2025-03-30 16:35:07"
"157509","3759","31f92dd9ec2d778f27603fa78ccd7facda5e95f522af4a9a0028d1be53aa2e51","246","2026-08-25T04:30:00+09:00","BIZ29366"," 영업서비스 4 ","BIZ_00032","교육	","biz_00032","교육	","1","EMP000085","장민준","법무팀","파트장","2009/11/01 09:28:46","Y","20230208133518","2018-09-05 15:56:21"
"157510","3760","13d3956a592e4719d42aca3ce45f13c7c64687b54257d551e440b1669022b7dc","246","2026-08-25T04:30:00+09:00","BIZ_39290","보안부 34","BIZ_00325","고 객서비스","BIZ_00325","고객서비스","L1","EMP002538","　이윤서　","전략기획팀","과장","2021.07.15 12:14:32","YES","2025-11-20 07:05:00","2023-08-22T06:13:18"
"157511","3761","8e71ee257df9e26d8694d5e2ab8c1da228a540f4827bbe699d7a61d75ada7b5f","246","2026-08-25T04:30:00+09:00","BIZ 06308","교육운영","BIZ_00054","　교육　","BIZ_00054","교 육","최상위","EMP000690","박서준"," 기획팀 ","사원","2021-07-06 12:37:23","Y","2016-02-01T16:40:56","20191025162942"
"157512","3762","096cd5d83e5a1940aa5168a916f5c5bf94a6cf76d69132f9c0b36994176e8546","246","2026-08-25T04:30:00+09:00","BIZ_02187","IT서비스","biz-00010","영업","biz_00010","영 업","1","EMP002561","정준서","품질관리팀"," 과장 ","2011-02-10 09:29:37","사용","2016-09-04T20:01:20","2021/08/18 09:22:43"
"157513","3763","0a5d3738b6f9d05218fbe65c8ae0d453bdeb037cff275b31d9bc98f6f3491eb7","246","2026-08-25T04:30:00+09:00"," BIZ_38887 ","법무팀","biz_00018","미상","BIZ_00018","IT","L1","EMP000915","최윤서","물류팀","팀 장"," 2008.09.07 17:40:24 ","y","20251125044446","2020-10-04T18:18:51"
"157514","3764","49f285ebbb9b7207fd69a4e77dc96b6894dcaa3295a0daf5d4bf04c954ad6ceb","246","2026-08-25T04:30:00+09:00","BIZ_00420","전략","N/A","","BIZ_00420","전략","top_level","EMP001233","임지민","법무팀","부장","2018-12-10 19:52:02","사용","2016/04/03 12:32:10","2019-12-24 07:34:28"
"157515","3765","3d621bfc94acfa4214ea3d46e96ed627b284294caa840d12eab4c316bd473866","246","2026-08-25T04:30:00+09:00","BIZ_35138","물류시스템 28","BIZ 00051","분석","BIZ_00051","　분석　","TOP_LEVEL","emp001680","박하은","시설관리팀","파트장	","2021-02-23 04:04:58.0","재직","2024-12-31T02:49:32","2020-11-11T19:05:26"
"157516","3766","62730ee419a14f8ee120967754cb621c264834f3bb5c384893ef34847000e400","246","2026-08-25T04:30:00+09:00","BIZ_48594","기획관리 39","BIZ_00261","재무","BIZ-00261","재무","1","EMP001736","　이시우　","품질관리팀	","차장","2011-01-23 05:49:34","1","2025/02/14 04:18:06","2025-06-10T06:47:41"
"157517","3767","90de15a97009279ecf295ae0ceb37f424535e5ff0b867a3f6e295a310e5dde10","246","2026-08-25T04:30:00+09:00","BIZ_19152","R&D부","BIZ_00720"," 영업 ","BIZ_00720","영업","top_level","EMP002102","박준서","자산관리팀","차장","2013.11.14 00:15:17","Y","2017.12.20 02:32:32"," 2024-09-26T10:48:02 "
"157518","3768","b31e2ced8e30545bd91eaa48f3441595898841ee6569a97ea3c0472c6e8ccf8c","246","2026-08-25T04:30:00+09:00","BIZ39548","구매시스템","biz_00092","구매"," BIZ_00092 ","　구매　","L1","EMP000540"," 최예은 ","IT운영팀","차장","2022-10-30 00:49:31","y","2021-06-01 12:18:45","2016-02-26 09:00:36"
"157519","3769","89e8b091ea60271571f66bfec8497c78f507a1fa750ced7fccecd867563b0b1b","247","2026-08-25T04:33:00+09:00","BIZ_08885","IT분석","BIZ-00104","데이터","BIZ_00104","데이터","TOP LEVEL"," EMP000823 "," 강민서 ","분석팀","파트장","9999-99-99 99:99:99"," 재직 ","2017-03-28T12:12:48","2023-09-18 23:01:12.0"
"157520","3770","9a5fe42e66f25e5e811f92f675266498f889d94f35c373eb459767e13a6e8b49","247","2026-08-25T04:33:00+09:00","BIZ12843","교육팀","BIZ 00907","고객서비스","BIZ_00907","　고객서비스　","1","EMP-000005","장예은","물 류팀","과장	","2024-05-21 05:17:06","y","2022-04-09 04:47:48.0","2016-10-29 12:02:16"
"157521","3771","6b6ef781606e7eb8488577d8eee574ba1538f4c39313d0089ec11fbfebeb20cf","247","2026-08-25T04:33:00+09:00","BIZ_37292"," 기획분석 ","biz-00184","기획"," BIZ_00184 ","기획","L1","EMP001319","　임예준　","　전략기획팀　","대 리","2022-11-20 17:31:15","y","2025.12.01 11:12:43","20190208220328"
"157522","3772","b85c2ecd12608bafba87a14def4d7e08e390d37e240624d8d1d90a9d6b938bda","247","2026-08-25T04:33:00+09:00"," BIZ_32341 ","기획서비스","BIZ_00548","분석","BIZ_00548","분석","최상위","EMP 001979","이예준","　데이터팀　","실장","2012.09.08 03:22:44","Y","2020-07-16 15:16:54.0","2022-09-28T22:23:45"
"157523","3773","fcbc7eb4093ab78f45602e674367073f82af8586c1f5ef664ff3537e519b7785","247","2026-08-25T04:33:00+09:00","BIZ-49398","보안관리 23","BIZ_00616","시 설","biz-00616","시설","TOP_LEVEL","EMP000963","강서연","보안팀","파트장","20170819011623"," y "," 2022-12-20T14:05:08 ","2019-05-07T08:24:20"
"157524","3774","e6ddd40dfbfa2159ad9a3963bfddd52dfc2d0453aa692312fd4e43856cdf8d24","247","2026-08-25T04:33:00+09:00","BIZ_47317","데이터플랫폼 34"," BIZ_00137 ","R &D","BIZ_00137","R&D","1","EMP001119","박도윤","품 질관리팀","과장","20201026022229","YES","2019-09-30T08:16:40","2024-03-04 15:07:06"
"157525","3775","574d5a950aadc24596534b63a3b96abbcd24b60a5a633b6e5095fa0cffdc31cd","247","2026-08-25T04:33:00+09:00","BIZ_27967","마케팅팀 38","BIZ_00438"," 품질관리 ","biz-00438","품질관리","TOP LEVEL"," EMP001695 "," 윤시우 ","교육운영팀","사원","2008.09.02 21:00:34","사용","2022/05/04 03:15:01","2019-12-13T02:22:05"
"157526","3776","3c1bcca8f72e977d6e0dc8eee29b46742ae71e103e665a58a0081cec4b74bcdb","247","2026-08-25T04:33:00+09:00","BIZ_35365","기획플랫폼","BIZ_00979","　교육　","biz_00979","교육","TOP LEVEL","EMP000901","김민서","기획팀","사원"," 2015-04-05 17:45:30 ","y","2023-05-01 18:02:55","2016/05/09 20:03:43"
"157527","3777","0a5b60d0c116c1e24453765e6e47979a0fe4dbfa9e691097052f53d0959f2cfe","247","2026-08-25T04:33:00+09:00","BIZ_01624","품질관리시스템","BIZ 00546","데이터","biz_00546","오류지역","1","emp001544","조준서	","마케팅팀","실장"," 2020-11-28 15:49:55.0 ","재직","2026/05/17 20:02:59","2020.11.15 02:01:12"
"157528","3778","e8e512705cb93027e0c0bf7db78ace9bcbc996413129fd90f68b0a35e6d208c1","247","2026-08-25T04:33:00+09:00","biz_19226","　기획부　","BIZ_00238","　재무　","biz-00238","재무	","TOP_LEVEL","EMP 001273","김지호","자산관리팀","과 장"," 20251005053026 ","Y","2019-05-20 04:21:07","2025-03-30 16:35:07.0"
"157529","3779","cf0a966ca487d51b66c103e59b13cf60404a91dd7ca2172db00c5d2c085df555","247","2026-08-25T04:33:00+09:00","BIZ_26924","　자산관리운영　"," BIZ_00713 ","데이터","biz-00713","데 이터","1","EMP000888","이예준","기획팀","차장","2010/05/13 23:39:06","재직","2021.04.30 04:48:17","20230718212307"
"157530","3780","7af00f76884dc38eee2f7f7c02fb2450931bcb9a6e668ea577632a51a1c216e1","247","2026-08-25T04:33:00+09:00","BIZ_06042"," 물류분석 ","biz_00410","데이터","BIZ_00410","데이터","최상위","emp001157","윤하은","품질관리팀","기타","2010/12/17 23:23:22","n","2020-01-21 10:00:29.0","9999/99/99 99:99:99"
"157531","3781","7f2572fc4dcaf4ab988b2ab5facc8edb4982477add26128bd74a935c11f23a1c","247","2026-08-25T04:33:00+09:00","BIZ_49824","구매시스템","BIZ_00814"," 재무 ","BIZ 00814","재무	","TOP_LEVEL","EMP002091","정수아","시설관리팀","차장	"," 2012-08-12 13:57:00.0 ","y","20170227211216","2018/03/03 09:16:43"
"157532","3782","0417e22e9cc1ae126abfb184e995b958ffe001a38abcde85c5a7dec8c63206ee","247","2026-08-25T04:33:00+09:00","BIZ_09187","분석운영","BIZ_00246","기획","biz-00246"," 기획 ","top_level"," EMP001113 ","정준서","전략기획팀","차장","2018-07-27 21:23:18.0","사용"," 2019-05-21 15:58:58.0 ","2019.10.06 02:59:38"
"157533","3783","85ade6147f8d9dee941ace3f49b054b6a16616e8e1ae4c7a6a0304842887052b","247","2026-08-25T04:33:00+09:00","biz_29605","고객서비스서비스","biz-00304","영업","BIZ00304","영업","TOP_LEVEL","EMP001577","박윤서","보안팀","사원","2019-01-07T21:02:14","YES","2025/01/17 02:02:18","2023-02-07 00:13:45.0"
"157534","3784","8c2a5b4814b97b90dc85b176acd90372aee4e5d7ce38a35109b2ee6a776c9730","248","2026-08-25T04:36:00+09:00","biz-05382","IT부","biz-00939","자산관리","BIZ-00939","자산관리","1","EMP 001562","　김지호　"," 분석팀 ","사원","20150813044630","1","2024-11-02 18:25:21","2021-02-03 08:39:02"
"157535","3785","2a2175776fb8de4332d19ddccca021ced43a5d1d9017e6d75834b532ac377d4c","248","2026-08-25T04:36:00+09:00","BIZ02439","　분석프로세스　","BIZ_00309"," 교육 ","BIZ_00309","교육","TOP_LEVEL","EMP000039","강준서","　전략기획팀　","과장	","20140809141617","사용","2022/05/26 11:34:56","2019-09-28T07:46:02"
"157536","3786","0b0aeb3972e6c98a69272048490abe079b956230b9f2a02cfed493c3b38058b1","248","2026-08-25T04:36:00+09:00","BIZ_10145","자산관리부","BIZ_00740","재무","BIZ_00740","　재무　","최상위","emp002547","박지민","전략기획팀","사원","2008-06-05 02:55:14","사용","2023-08-12T01:27:55","2017/05/30 10:57:53"
"157537","3787","70d04d786c745543b5800dea632f86cc9fc3e48d36fae918ca07c606b597c3ec","248","2026-08-25T04:36:00+09:00","BIZ45596","기획시스템","biz-00554","R&D	","BIZ_00554","R&D","TOP LEVEL","EMP002235","최지훈","R &D팀","과장","2020-01-08 19:21:18","Y","2021-08-06T07:46:53","2022.11.05 10:36:29"
"157538","3788","d1bd3b0a9e9dfd997b6355531aa3a74e243c6bdf7e10b50789f7f7ef3a7eff4a","248","2026-08-25T04:36:00+09:00","biz-32340","교육관리","BIZ_00916","고객서비스","BIZ 00916","고객서비스","L1","EMP-000043","김지훈","보안팀","팀장"," 2023/09/30 13:31:46 ","Y","2017/02/27 13:47:32","2020/10/06 15:16:17"
"157539","3789","c6d893609af7c045e1c11d799368e7ddbcb2919de6f5f95e59dac19ecd5adaef","248","2026-08-25T04:36:00+09:00","BIZ-35103","전략서비스","BIZ_00957","구매","biz_00957","구 매","L1","EMP 000066","윤준서	","자산관리팀","팀장","2009-12-12 00:19:34.0","n","2020-04-24 18:06:34","2025-08-29 11:59:25"
"157540","3790","f96bc953d4ce047df25ae70b74772b843e02d0341b22f3cddb13296dd7c6a5cc","248","2026-08-25T04:36:00+09:00","BIZ 09235","인사프로세스","BIZ_00772","인사","BIZ_00772","　인사　","TOP_LEVEL","EMP001588","임시우","생산팀","과장","20090823121041","Y","2024.10.24 16:38:53","2019/04/04 22:19:22"
"157541","3791","984e586e8623822efc1d67167b16a9c928a3cda51070073e9a55c5b3676ceaac","248","2026-08-25T04:36:00+09:00","BIZ 09923","기획시스템","BIZ 00521","자 산관리","BIZ 00521","자산관리","최상위","emp001000","최 하은","법무팀"," 사원 ","2023/01/18 03:20:23","사용","2016-08-09 04:10:54","2023-02-28T12:06:11"
"157542","3792","7cadc390f2368e384933eb1d8608c8262aa62aa0f81f8bef573725aa3dd09c9b","248","2026-08-25T04:36:00+09:00","BIZ_44479","시설시스템 45","biz_00003","고객서비스","BIZ_00003","고객서비스","TOP_LEVEL"," EMP001408 ","임주원	","마케팅팀","대리","2009/02/03 17:31:37"," 1 ","2023-10-31T02:33:32","2019/02/07 09:44:25"
"157543","3793","5f8e32c91a0403f78423b6a106c4028703f3bd8784a9e54744cb1871115ffcd6","248","2026-08-25T04:36:00+09:00"," BIZ_16747 ","보안서비스 32","biz_00025","고객서비스","biz_00025","고객서비스","1","emp000566","이예은","데이터팀","실 장","2016-02-09 12:59:39","1","20181023152731","2020-02-15T02:42:40"
"157544","3794","9f76d941b89be12034b0999f16f449b30d31b74630555b1c33f214444150c65f","248","2026-08-25T04:36:00+09:00","BIZ_44046","분석서비스","BIZ_00269","법 무","BIZ_00269","법무","최상위","emp000235","임시우","재무팀","실장	","2013-10-30 22:35:57","YES","2021-09-06 02:06:33.0","2021.10.20 10:24:20"
"157545","3795","b2819e41c8b73d681d1ae0b7108966500c6352f4db914074d981e3e5ffc2fade","248","2026-08-25T04:36:00+09:00","BIZ_47449","마케팅부","BIZ_00459","R&D","BIZ00459","R&D","L1","EMP000772"," 강수아 ","R&D팀"," 대리 ","2021/04/08 21:12:20","미사용","2023/06/06 17:07:55","2021-10-26 14:15:22.0"
"157546","3796","33873e38e0e279a6d619ab4e7dcdf38a5c3313e64eb70f86563e07ea6ea574b0","248","2026-08-25T04:36:00+09:00","BIZ_20873","고객서비스관리","BIZ_00902"," 영업 ","BIZ-00902","영업","L1","EMP 000883","　김하은　","마케팅팀","대리","2026-03-21 07:51:11.0","Y","2018-05-10 15:05:57","2018/06/13 19:25:58"
"157547","3797","cdcac21ed729e5e5cfad0c3d9f126be443c839938725310bb0d3828e80a00f31","248","2026-08-25T04:36:00+09:00","BIZ34636"," 전략부 19 "," BIZ_00975 ","고객서비스","biz_00975","고객서비스","top_level","EMP-002837","임하은","IT운영팀","사원	","2015-03-03 12:04:50","y","20191015200907","2019/09/01 13:17:17"
"157548","3798","464bf3616fe1f95863596aab97f2b122822dad9de7db9ab4f9bf4576bee0ed21","248","2026-08-25T04:36:00+09:00","biz-44090","기획팀","BIZ_00013","　교육　","BIZ_00013","교 육","top_level","EMP-001899","이민준	","전 략기획팀","실장","2025-07-27 22:18:37.0","재직","2021-03-28 16:22:45.0","2025-09-28T20:11:04"
"157549","3799","4e3ed61916e9b7e5492603416113fb6f9c684a1e63c26399f6152056f24cb2fa","249","2026-08-25T04:39:00+09:00","BIZ_44682","보안운영","BIZ_00557","인사","BIZ_00557","인사","최상위","EMP 002345","최지우","R &D팀","대리","2018-01-10 10:14:19.0","YES","2018.03.18 15:59:58","2022-11-13 09:28:46"
"157550","3800","b81785db8989dfc40e292807b475d642c5a822dc8fdbd4b27acb64aac6007d12","249","2026-08-25T04:39:00+09:00","BIZ_11663"," 고객서비스분석 ","BIZ00357","재무","BIZ-00357","재무","최상위","EMP 000600","오류값","IT운영팀","실장","2019.10.16 05:31:04","사용","2019-04-19T08:58:53","2021.10.04 04:16:55"
"157551","3801","0e345b7b72aba938c64c6fb6576d6368ad264bbb3915429242128b68dac57820","249","2026-08-25T04:39:00+09:00","BIZ_32417","R&D분석","BIZ 00902"," 영업 ","BIZ_00902","영업","top_level","EMP001996"," 김지호 ","교육운영팀	","부장","20241219024931","사용","2021/08/16 17:12:10","2018-06-13 19:25:58.0"
"157552","3802","3a36de52511c786a052d5553dec419ce1eb0fd10f99a11d76c86fc149763fdb1","249","2026-08-25T04:39:00+09:00","BIZ 12572","품질관리관리","BIZ_00955","물류","biz-00955","물류","TOP_LEVEL","EMP-002359","이 주원","시설관리팀","실장	","20121114165619"," y ","2022-01-26T01:43:34","2019/05/22 16:10:11"
"157553","3803","af96f5237abec1c14d5553f6095431ac79e7a43ba536d817595dd529c2cd7e8d","249","2026-08-25T04:39:00+09:00","BIZ_34554","　영업시스템　","BIZ-00351","　데이터　","biz-00351","데이터","TOP_LEVEL","emp000311","정서연	"," 교육운영팀 ","파트장","2025-08-09 09:52:51.0","재직","2023-07-05 13:35:19.0","20240922133724"
"157554","3804","9ccdd086cec4aec0f09ed13f892579e793800c2e5ffb3c46a045dc8cfa1a761f","249","2026-08-25T04:39:00+09:00","BIZ_15649"," R&D팀 ","BIZ00662"," 재무 "," BIZ_00662 ","재무","TOP LEVEL","EMP-002644"," 임수아 ","물류팀","파트장","2024.02.09 11:50:14","사용","2023/12/07 19:43:32","2018-06-09 21:10:42"
"157555","3805","ba261e5a437649fa46cc2075f73c31a3a1cdd92b844577a4023d640adc6000b5","249","2026-08-25T04:39:00+09:00","BIZ-15859"," 전략플랫폼 31 ","biz-00225","보안","BIZ_00225","보안","1","emp000931","윤하은"," 데이터팀 ","파트장","2014/06/28 16:32:02","재직","2018/06/24 13:43:10","2020-03-27T07:54:31"
"157556","3806","fec575b31eb3c9d06fc0dfd57b6c97b79f714fb8de4f5efed567f34e48cc80cf","249","2026-08-25T04:39:00+09:00","BIZ-48221"," 분석부 ","BIZ_00115","기획","BIZ_00115","기획","TOP_LEVEL","emp001570","　김하준　","기획팀","　부장　","2021/01/11 22:18:21","Y","2016/05/18 09:11:37","2020-10-03 17:04:58"
"157557","3807","d09bd9ab23c5b0e43ebcbc641417f793ef934cefd1e8282b9f72be1bfd4f5a78","249","2026-08-25T04:39:00+09:00","BIZ_48330","보안프로세스","BIZ_00097","물류","BIZ_00097","물류","top_level","EMP001622","정하준","재무팀","대리","2008.08.21 01:35:14","y","2022.02.23 20:12:00","2018-03-28 17:24:51"
"157558","3808","a890a6935ecac00ab3ba23ab33b4dfe7dec3fa3aec95549fb07210ecec3c918b","249","2026-08-25T04:39:00+09:00","biz-05891","영업관리","biz-00262","분석"," BIZ_00262 ","분석","1","EMP000799","이수아","인사팀","실장","2008-11-30T06:43:23","Y","2021/07/06 10:35:01","2025/07/01 16:39:21"
